Publisher,IATI Organisation Identifier,Organization Type,HQ Country or Region,Datasets Count,Datasets Link
Trust for Indigenous Culture and Health,KE-KRA-P051161193S,International NGO,Kenya,2,https://iatiregistry.org/publisher/ticah
Brujula Comunicaciones Estrategicas SAS,CO-RUE-830140714-1,Private Sector,Colombia,1,https://iatiregistry.org/publisher/brujula
Makerere University School of Public Health,XI-GRID-grid.11194.3c,"Academic, Training and Research",Uganda,1,https://iatiregistry.org/publisher/maksph
Reach A Hand Uganda,UG-NGB-12317,National NGO,Uganda,1,https://iatiregistry.org/publisher/rahuug
UN Global Compact Local Network UK,GB-COH-08567552,Multilateral,United Kingdom,1,https://iatiregistry.org/publisher/ungc-uk
STC International,NL-KVK-815165924,"Academic, Training and Research",Netherlands,1,https://iatiregistry.org/publisher/stc-international
The Leprosy Mission Nepal,NP-SWC-17775,National NGO,Nepal,1,https://iatiregistry.org/publisher/tlmnepal
Fiftyfifty,LB-MOI-25465,National NGO,Lebanon,1,https://iatiregistry.org/publisher/fiftyfifty-lb
East African Playgrounds,GB-CHC-1172875,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/eap
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),XM-DAC-41130,Multilateral,(No country assigned),2,https://iatiregistry.org/publisher/unrwa
Centre for Policy Dialogue,BD-NAB-0918,National NGO,Bangladesh,2,https://iatiregistry.org/publisher/cpd
African Women's Development and Communication Network,KE-KRA-P000634725S,Regional NGO,Kenya,2,https://iatiregistry.org/publisher/femnet
GSMA Foundation,US-EIN-37-1552838,Foundation,United States,2,https://iatiregistry.org/publisher/gsma_foundation
The Global Initiative Against Transnational Organized Crime,CH-FDJP-CHE296622304,Other Public Sector,Switzerland,1,https://iatiregistry.org/publisher/gi-toc
CODEART ASBL,BE-BCE_KBO-0434417468,National NGO,Belgium,2,https://iatiregistry.org/publisher/codeart
Al Majmoua,LB-MOI-1-100,National NGO,Lebanon,1,https://iatiregistry.org/publisher/al_majmoua
Economic and Social Fund for Development,XI-IATI-ESFD,Government,Lebanon,2,https://iatiregistry.org/publisher/esfd
Leaders of Tomorrow,JO-CCD-200104681,Private Sector,Jordan,1,https://iatiregistry.org/publisher/sqf
Altai Consulting,AE-HFZA-1526,Private Sector,United Arab Emirates,1,https://iatiregistry.org/publisher/altai
Grand Challenges Canada,CA-CRA_ACR-811793611,National NGO,Canada,2,https://iatiregistry.org/publisher/hgc
Family Counseling and Development Foundation,YE-MSAL-473-2001,National NGO,Yemen,2,https://iatiregistry.org/publisher/fcdf
Global Antibiotic Research and Development Partnership,CH-FDJP-CHE331930936,Public Private Partnership,Switzerland,1,https://iatiregistry.org/publisher/gardp
International Youth Alliance for Family Planning,US-EIN-47-5049026,International NGO,United States,2,https://iatiregistry.org/publisher/iyafp
forum for women in democracy,UG-NGB-1277,National NGO,Uganda,1,https://iatiregistry.org/publisher/fowode
The Legal Aid Forum,RW-RGB-114-RGB-RGO-2013,National NGO,Rwanda,1,https://iatiregistry.org/publisher/laf
Palladium Europe,NL-KVK-30114696,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/palladium_eur
BoP Innovation Center,NL-KVK-50744984,Foundation,Netherlands,2,https://iatiregistry.org/publisher/bopinc
Mwatana for Human Rights,YE-MSAL-18-2013,National NGO,Yemen,2,https://iatiregistry.org/publisher/mwatana
CDP Worldwide,GB-CHC-1122330,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/cdp
SOAS University of London,GB-COH-RC000541,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/soas
Stichting Fern,NL-KVK-41169658,International NGO,Netherlands,2,https://iatiregistry.org/publisher/stichtingfern
Finn Church Aid (Kirkon Ulkomaanapu sr),FI-PRO-0998454-4,International NGO,Finland,2,https://iatiregistry.org/publisher/fca
Development Media International,GB-COH-06069322,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/dmi_admin
"SDSN Association, Inc.",US-EIN-47-3511012,International NGO,United States,1,https://iatiregistry.org/publisher/sdsna
Universidad de los Andes,XI-GRID-grid.7247.6,"Academic, Training and Research",Colombia,1,https://iatiregistry.org/publisher/uand_2020
Programming Their Future,NL-KVK-74064800,"Academic, Training and Research",Netherlands,1,https://iatiregistry.org/publisher/p-t-f-
Wildlife Conservation Society,US-EIN-13-1740011,International NGO,United States,2,https://iatiregistry.org/publisher/wcs
Netherlands Water Partnership,NL-KVK-27186453,Foundation,Netherlands,1,https://iatiregistry.org/publisher/nwp
Commonwealth Local Government Forum,GB-COH-02962250,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/clgf_data
Coöperatief Climate Fund Managers U.A.,NL-KVK-64460789,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/cfm
Earthworm Foundation,CH-FDJP-CHE251665168,International NGO,Switzerland,2,https://iatiregistry.org/publisher/ewf
Thomson Reuters Foundation,GB-CHC-1082139,Foundation,United Kingdom,1,https://iatiregistry.org/publisher/trf
City of London Corporation,GB-LAE-LND,Other Public Sector,United Kingdom,1,https://iatiregistry.org/publisher/col-greenfinance
WasteAid UK,GB-CHC-1160263,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/wasteaid
University Of Liverpool,GB-COH-RC000660,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/uol
Shortlist Professionals Limited,MU-CR-C134274,Private Sector,Mauritius,1,https://iatiregistry.org/publisher/shortlistogti
International Campaign Women´s Right to Safe Abortion,GB-CHC-1187935,National NGO,United Kingdom,1,https://iatiregistry.org/publisher/icwrsa
Royal Institute of International Affairs,GB-CHC-208223,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/riia
CARPO - Center for Applied Research in Partnership with the Orient,DE-CR-RA000220-VR9971,International NGO,Germany,1,https://iatiregistry.org/publisher/carpo
inHive,GB-CHC-1150964,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/inhive
RedR UK,GB-CHC-1079752,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/redruk
World Bank Trust Funds,XI-IATI-WBTF,Multilateral,United States,286,https://iatiregistry.org/publisher/wbtf
Cowater UK Limited,GB-COH-11373728,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/cowateruk
Sexual Reproductive Health and Rights Africa Trust,ZA-CIP-M2005001486,Regional NGO,South Africa,1,https://iatiregistry.org/publisher/srhr_africa_trust
"Field Ready, USA",US-EIN-61-1725201,International NGO,United States,1,https://iatiregistry.org/publisher/field_ready
University of Central Lancashire,GB-UKPRN-10007141,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/uclan
Conseil et Appui pour l'Education à la Base Mali,ML-NIF-084106436R,National NGO,Mali,2,https://iatiregistry.org/publisher/caeb_mali
World Vision Central African Republic,XM-OCHA-7482,International NGO,Central African Republic,2,https://iatiregistry.org/publisher/wv_cf
MedicineAfrica Ltd.,GB-COH-07840888,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/medafrica
CANADEM,CA_ON-ONT-1597880,International NGO,Canada,6,https://iatiregistry.org/publisher/canadem
Ethiopian Public Health Association,ET-CSA-1351,Other Public Sector,Ethiopia,1,https://iatiregistry.org/publisher/epha
CAPABUILD,NL-KVK-68758766,International NGO,Netherlands,2,https://iatiregistry.org/publisher/capabui
The AGRI3 Fund,NL-KVK-72908114,Public Private Partnership,Netherlands,2,https://iatiregistry.org/publisher/agri3_fund
Sana'a Center for Strategic Studies,YE-MSAL-49-M-2019,National NGO,Yemen,2,https://iatiregistry.org/publisher/scss
Bangladesh Business and Disability Network,XI-IATI-BBDN,National NGO,Bangladesh,1,https://iatiregistry.org/publisher/bbdn
"The University of the West of England, Bristol",GB-UKPRN-10007164,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/uwe
Iniciativa Climatica de Mexico,MX-RFC-ICM160118IZ1,National NGO,Mexico,2,https://iatiregistry.org/publisher/icm_mx
Global Water Partnership,XM-DAC-7-PPR-4000002938,International NGO,Sweden,1,https://iatiregistry.org/publisher/gwp
"Entiqal lel Tadreeb ""Partners for Good""",JO-CCD-200006694,National NGO,Jordan,2,https://iatiregistry.org/publisher/pfg
World Vision Democratic Republic of Congo,XI-IATI-WVDRC,International NGO,Congo (Democratic Republic of the),2,https://iatiregistry.org/publisher/wv_cd
NLR Indonesia,ID-KHH-5018112631240040,National NGO,Indonesia,1,https://iatiregistry.org/publisher/nlr_indonesia
TRAFFIC International,GB-CHC-1076722,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/traffic
Youth Development Labs Inc,US-EIN-81-2339233,International NGO,United States,1,https://iatiregistry.org/publisher/ylabs
Eurasia Partnership Foundation,AM-SRALE-222.160.00823,Foundation,Armenia,2,https://iatiregistry.org/publisher/epf
Elrha,GB-CHC-1177110,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/elrha
The International Institute for Strategic Studies,GB-CHC-206504,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/iiss
Rabo Partnerships,NL-KVK-30114598,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/rabo_partnerships
Ethiopiaid Ireland,IE-CHY-20041069,International NGO,Ireland,2,https://iatiregistry.org/publisher/ethiopiaidireland
"UK - Foreign, Commonwealth and Development Office",GB-GOV-1,Government,United Kingdom,140,https://iatiregistry.org/publisher/fcdo
IMPACT Initiatives,XM-OCHA-HPC9829,International NGO,Switzerland,2,https://iatiregistry.org/publisher/impact_initiatives
Synergía - Initiatives for Human Rights,US-EIN-82-0644678,International NGO,United States,2,https://iatiregistry.org/publisher/synergiaihr
McKinsey Development Partners,GB-COH-11594545,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/mdp
University of Cape Town,XI-GRID-grid.7836.a,"Academic, Training and Research",South Africa,2,https://iatiregistry.org/publisher/uct
King Hussein Foundation,XI-IATI-KHF,Foundation,Jordan,1,https://iatiregistry.org/publisher/khf
"Imperial College of Science, Technology and Medicine",GB-COH-04465125,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/imperial
The Freedom Fund,GB-CHC-1158838,International NGO,United Kingdom,3,https://iatiregistry.org/publisher/tff
Oxfam-Quebec,CA-CRA_ACR-119075091,International NGO,Canada,2,https://iatiregistry.org/publisher/oqc
the global steering group for impact investment,GB-CHC-1175658,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/gsg
Kemitraan Bagi Pembaruan Tata Pemerintahan,ID-KHH-6014052331100057,National NGO,Indonesia,2,https://iatiregistry.org/publisher/kemitraan
Soluciones en Legislación y Política Ambiental AC,MX-RFC-SLP1412039F3,National NGO,Mexico,1,https://iatiregistry.org/publisher/polea
UK-Med,GB-CHC-1166956,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/uk-med
Sowt podcasting and training L.L.C,JO-CCD-45293,Private Sector,Jordan,1,https://iatiregistry.org/publisher/sowt
Bangladesh Youth Leadership Center,BD-NAB-2686,National NGO,Bangladesh,2,https://iatiregistry.org/publisher/bylc
Global Impact Investing Network,US-EIN-27-3166994,National NGO,United States,2,https://iatiregistry.org/publisher/giin
IDOM INGENIERIA,MX-RFC-IIN920701G55,Private Sector,Mexico,1,https://iatiregistry.org/publisher/idom_mx
Asia Justice and Rights,ID-DJP-312529852906000,Regional NGO,Indonesia,1,https://iatiregistry.org/publisher/ajar
Solidar Suisse,CH-FDJP-CHE105829963,International NGO,Switzerland,2,https://iatiregistry.org/publisher/solidarsuisse
University of Edinburgh,GB-UKPRN-10007790,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/uoe
African Institute For Development Policy,KE-KRA-P051335339D,International NGO,Kenya,1,https://iatiregistry.org/publisher/afidep
Sociaal-Economische Raad,NL-KVK-27363950,Other Public Sector,Netherlands,1,https://iatiregistry.org/publisher/ser
Financial Sector Deepening Trust (Kenya),KE-KRA-P051172537S,Other Public Sector,Kenya,1,https://iatiregistry.org/publisher/fsdk
Cobra Collective CIC,GB-COH-10516061,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/cobracollective
Northern Ireland Cooperation Overseas Ltd,GB-GOR-OT1175,Other Public Sector,United Kingdom,1,https://iatiregistry.org/publisher/nico
Water & Land Resource Center - Addis Ababa University,XI-GRID-grid.473464.6,"Academic, Training and Research",Ethiopia,1,https://iatiregistry.org/publisher/wlrc_aau
Paradigm Initiative,NG-CAC-30547,International NGO,Nigeria,1,https://iatiregistry.org/publisher/paradigm
JoWomenomics,JO-MSD-200159274,National NGO,Jordan,2,https://iatiregistry.org/publisher/jowomenomics
Advance Consulting,NL-KVK-09108013,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/ac1999
The University of Sheffield,XI-GRID-grid.11835.3e,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/tuos
CGIAR,XM-DAC-47015,"Academic, Training and Research",France,2,https://iatiregistry.org/publisher/cgiar
Financial Sector Deepening Uganda,UG-RSB-197310,National NGO,Uganda,1,https://iatiregistry.org/publisher/fsduganda
Stichting Wilde Ganzen/ IKON,NL-KVK-41192276,National NGO,Netherlands,2,https://iatiregistry.org/publisher/nl_wg
Prospero Limited,ZM-PCR-12015013762,National NGO,Zambia,6,https://iatiregistry.org/publisher/prospero
University of York,GB-COH-RC000679,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/uoy
United Nations Development Coordination Office,XM-DAC-41149,Other Public Sector,United States,1,https://iatiregistry.org/publisher/undco
Global Witness,GB-COH-02871809,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/globalwitness
Global Anaesthesia Development Partnerships,GB-CHC-1175791,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/gadp
Abdul Latif Jameel Poverty Action Lab at MIT,US-EIN-042103594,"Academic, Training and Research",United States,1,https://iatiregistry.org/publisher/jpal
Wala Ltd,MW-RG-1011251,Private Sector,Malawi,1,https://iatiregistry.org/publisher/walaltd
Pathfinder International,US-EIN-53-0235320,International NGO,United States,2,https://iatiregistry.org/publisher/pathfinder1
AUXFIN Burundi,BI-NIF-4000742330,Private Sector,Burundi,2,https://iatiregistry.org/publisher/auxfinbi
Micaia Foundation,MZ-MOJ100094525,National NGO,Mozambique,1,https://iatiregistry.org/publisher/micfound
Forever Sabah,MY-SSM-1172311D,National NGO,Malaysia,1,https://iatiregistry.org/publisher/fs
Centre for Economic Strategy Ukraine,UA-EDR-9795443,National NGO,Ukraine,2,https://iatiregistry.org/publisher/ces-ua
"Association de solidarité internationale, Agriculteurs français et développement international (Afdi) France",FR-INSEE-31827645800037,Other Public Sector,France,2,https://iatiregistry.org/publisher/afdi-fr
Elton John AIDS Foundation,GB-CHC-1017336,Foundation,United Kingdom,1,https://iatiregistry.org/publisher/ejaf
Alinea International Ltd.,CA_AB-ABT-203435797,Private Sector,Canada,1,https://iatiregistry.org/publisher/alineainternational_2020
Sustainable Hospitality Alliance,GB-CHC-1188731,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/sha
Instituto BVRio,BR-CNPJ-14.563.354/0001-50,International NGO,Brazil,1,https://iatiregistry.org/publisher/bvrio
OurLoop Stitchting,NL-KVK-861193660,Foundation,Netherlands,1,https://iatiregistry.org/publisher/loop
The Proforest Initiative UK,GB-CHC-1137523,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/pi-uk
EngenderHealth,US-EIN-13-1623838,International NGO,United States,1,https://iatiregistry.org/publisher/ehorg
Corus International,US-EIN-843236198,International NGO,United States,1,https://iatiregistry.org/publisher/corus
Forest Trends Association,US-EIN-52-2135531,International NGO,United States,2,https://iatiregistry.org/publisher/forest-trends
Church of England - The Archbishops' Council,GB-CHC-1074857,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/coe-abc
Timber Trade Federation Ltd.,GB-COH-02515034,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/ttf
Mercy-USA for Aid and Development,US-EIN-38-2846307,International NGO,United States,1,https://iatiregistry.org/publisher/mercy-usa
Media Development Investment Fund,US-EIN-13-4052259,International NGO,United States,1,https://iatiregistry.org/publisher/mdif
Global Fund for Community Foundations,GB-NIC-073343,Foundation,United Kingdom,1,https://iatiregistry.org/publisher/gfcf
Foundation for Social Improvement,GB-CHC-1123384,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/the_fsi
Medicos del Mundo,ES-NIF-G79408852,International NGO,Spain,1,https://iatiregistry.org/publisher/mdm_spain
Laïcité et Humanisme en Afrique Centrale (LHAC),BE-BCE_KBO-0464147473,National NGO,Belgium,2,https://iatiregistry.org/publisher/lhac
Open Capital Advisors,KE-RCO-CPR-2010-28036,Private Sector,Kenya,2,https://iatiregistry.org/publisher/oca
Center for Participation and Development,GE-RS-406061513,National NGO,Georgia,2,https://iatiregistry.org/publisher/cpd_2021
The Freedom Fund (US),US-EIN-30-0805768,International NGO,United States,2,https://iatiregistry.org/publisher/tffus
The Centre for Economic Governance and Accountability in Africa  (CEGAA),ZA-NPO-053-456,National NGO,South Africa,1,https://iatiregistry.org/publisher/cegaa
Centre for Rights Education and Awareness,KE-NCB-OP-218-051-9994-1329,National NGO,Kenya,2,https://iatiregistry.org/publisher/creawkenya
Kathmandu Medical College Public Limited,NP-CRO-1158-065-066,"Academic, Training and Research",Nepal,1,https://iatiregistry.org/publisher/kmc
Stellenbosch University,ZA-CIT-9415005603,"Academic, Training and Research",South Africa,1,https://iatiregistry.org/publisher/su-impala
Down syndrome Foundation Nigeria,NG-CAC-37051,National NGO,Nigeria,1,https://iatiregistry.org/publisher/dsfn
South West International Development Network,GB-CHC-1173320,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/swidn
Loughborough University,GB-HESA-10004113,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/lboro
Transparently Lebanese,CA-CC-13474046,National NGO,Canada,1,https://iatiregistry.org/publisher/transparently_lebanese
World Young Women's Christian Association,CH-660-0294975-4,International NGO,Switzerland,1,https://iatiregistry.org/publisher/world_ywca
Amref health Africa in Senegal,SN-NINEA-004487121,International NGO,Senegal,1,https://iatiregistry.org/publisher/awa_sn
Equality Now,KE-NCB-218051981161116,International NGO,Kenya,2,https://iatiregistry.org/publisher/e_n
SIHA Network,UG-NGO-1317,Regional NGO,Uganda,1,https://iatiregistry.org/publisher/siharegional
PPAG,GH-RGD-CG001532017,National NGO,Ghana,1,https://iatiregistry.org/publisher/ppag_123
International Centre for Migration Policy Development,XM-OCHA-585,Multilateral,Austria,2,https://iatiregistry.org/publisher/icmpd
The Hague Academy for Local Governance,NL-KVK-27293917,"Academic, Training and Research",Netherlands,1,https://iatiregistry.org/publisher/tha
SOS Italia,IT-CF-80017510225,National NGO,Italy,1,https://iatiregistry.org/publisher/sosvdb_italia
Young Women's Christian Association of Kenya,KE-NCB-218-051-9263-33,National NGO,Kenya,2,https://iatiregistry.org/publisher/ywcakenya
Young Women Christian Association of South Sudan (YWCA SS),SS-RRC-342,National NGO,South Sudan,1,https://iatiregistry.org/publisher/ywcass
IDH Investment Management B.V.,NL-KVK-74983393,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/idh_im
Mango Tree Property Management LTD,UG-RSB-229709,Private Sector,Uganda,1,https://iatiregistry.org/publisher/mangotree
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,NL-KVK-41039028,Foundation,Netherlands,2,https://iatiregistry.org/publisher/leprazending-tlm-nl
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,XI-IATI-SPR,Regional NGO,Congo (Democratic Republic of the),1,https://iatiregistry.org/publisher/spr
Assistance Mission for Africa,SS-RRC-465,National NGO,South Sudan,1,https://iatiregistry.org/publisher/ama-south-sudan
Akina Mama wa Afrika,UG-NGO-3580,International NGO,Uganda,2,https://iatiregistry.org/publisher/amwa
Yayasan PEKKA,ID-KHH-AHU-0013363.AH.01.04,National NGO,Indonesia,1,https://iatiregistry.org/publisher/pekka_21
Olamma Cares Foundation,NG-CAC-IT-NO96562,National NGO,Nigeria,1,https://iatiregistry.org/publisher/olammacares
Eve Organization for Women Development,SS-RRC-405,National NGO,South Sudan,1,https://iatiregistry.org/publisher/eveowd
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),DE-CR-RA000220-HRB7745,"Academic, Training and Research",Germany,2,https://iatiregistry.org/publisher/iza
Gender at Work,CA_ON-ONT-1783682,International NGO,Canada,1,https://iatiregistry.org/publisher/genderatwork
Legal Action Worldwide,NL-KVK-74799525,International NGO,Netherlands,2,https://iatiregistry.org/publisher/law
Jinja district union of persons with disabilities,UG-204CBO-JJA02202000348,Regional NGO,Uganda,1,https://iatiregistry.org/publisher/jidu2021
London Business School,GB-COH-RC000721,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/lbs
Universiti Malaya,XI-GRID-grid.10347.31,"Academic, Training and Research",Malaysia,1,https://iatiregistry.org/publisher/rmc_um
University Putra Malaysia,XI-GRID-grid.11142.37,"Academic, Training and Research",Malaysia,1,https://iatiregistry.org/publisher/upm
YWCA Palestine,PS-MOI-QR-1420-C,National NGO,"Palestine, State of",2,https://iatiregistry.org/publisher/ywca
Ibrahimia Media Center,EG-MOSS-3959350,National NGO,Egypt,2,https://iatiregistry.org/publisher/imc-2021
The Education Commission,US-EIN-13-3615533,"Academic, Training and Research",United States,2,https://iatiregistry.org/publisher/educomm
Light Castle Partners,BD-ROC-C-107131,Private Sector,Bangladesh,2,https://iatiregistry.org/publisher/lcp
GoodWeave International,US-EIN-522042014,International NGO,United States,2,https://iatiregistry.org/publisher/goodweave_intl
Asian Coalition for Housing Rights,TH-TIN-0993000190092,Regional NGO,Thailand,1,https://iatiregistry.org/publisher/achr
7iber Media Consulting,JO-CCD-58307,Private Sector,Jordan,2,https://iatiregistry.org/publisher/7iberdotcom
Women Challenged to Challenge,KE-NCB-WDCBO542010192,National NGO,Kenya,1,https://iatiregistry.org/publisher/wctc
National Union of Women With Disabilities of Uganda,UG-NGO-S59143785,National NGO,Uganda,1,https://iatiregistry.org/publisher/nuwodu
Ethiopian Women Lawyers Association,ET-CSA-1128,National NGO,Ethiopia,1,https://iatiregistry.org/publisher/ewla
Ethiopian Women with Disabilities National Assocation,et-CSA-0444,National NGO,Ethiopia,1,https://iatiregistry.org/publisher/ewdna2025
InvestInternational,NL-KVK-83517626,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/investinternational
Transition International,NL-KVK-77583442,Government,Netherlands,1,https://iatiregistry.org/publisher/ti_nl
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",XM-OCHA-4438,"Academic, Training and Research",Bangladesh,2,https://iatiregistry.org/publisher/icddrb
The Faraday Institution,GB-COH-10959095,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/thefaradayinstitution
ELEVATE Hong Kong Holdings Limited,HK-CR-2288921,Private Sector,Hong Kong,1,https://iatiregistry.org/publisher/elevatelimited
TRAIDE Foundation,NL-KVK-80547745,Foundation,Netherlands,1,https://iatiregistry.org/publisher/traide_foundation
Centro de Aprendizagem e Capacitação da Sociedade Civil,MZ-NUIT-700089584,National NGO,Mozambique,1,https://iatiregistry.org/publisher/cesc
Musawah Global Vision Berhad,MY-SSM-1162174T,International NGO,Malaysia,1,https://iatiregistry.org/publisher/musawah
South African Network of People who Use Drugs,ZA-NPO-213-268,National NGO,South Africa,1,https://iatiregistry.org/publisher/sanpud
Rocky Mountain Institute,US-EIN-74-2244146,International NGO,United States,3,https://iatiregistry.org/publisher/rmi
Initiative Sankofa d'Afrique de l'Ouest,GH-RGD-CG200980721,International NGO,Ghana,1,https://iatiregistry.org/publisher/isdao
IT for Change,IN-MHA-094421114,"Academic, Training and Research",India,1,https://iatiregistry.org/publisher/itforchange
IDB Invest,XM-DAC-46012,Multilateral,United States,6,https://iatiregistry.org/publisher/idbinvest
Africa Philanthropy Network,TZ-NNCB-INGOR2000123,International NGO,"Tanzania, United Republic of",3,https://iatiregistry.org/publisher/apn
Fundación Avina,PA-PRP-5789,Foundation,Panama,1,https://iatiregistry.org/publisher/fundacionavina
African Security Sector Network,GH-DSW-7992,National NGO,Ghana,1,https://iatiregistry.org/publisher/assn
WWF Indonesia,ID-DJP-018321174017000,International NGO,Indonesia,2,https://iatiregistry.org/publisher/wwf_id
WWF TUNISIA,TN-RNE-1540791FPN000,International NGO,Tunisia,2,https://iatiregistry.org/publisher/wwfna
World Wide Fund for Nature Zambia,ZM-PCR-10102712014,International NGO,Zambia,1,https://iatiregistry.org/publisher/wwfzambia
Shack Dwellers International - Kenya,KE-KRA-P051326872M,National NGO,Kenya,2,https://iatiregistry.org/publisher/sdi-k
Business Watch Indonesia,ID-DJP-023047012526000,National NGO,Indonesia,1,https://iatiregistry.org/publisher/bwi
The Climate Change Organisation,GB-CHC-1102909,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/climate-group
West Africa Network for Peacebuilding,GH-DSW-1334,Regional NGO,Ghana,1,https://iatiregistry.org/publisher/wanep
"Center for Research, Evaluation Resources and Development (CRERD)",NG-CAC-11660,National NGO,Nigeria,1,https://iatiregistry.org/publisher/crerd_ng
World Wide Fund for Nature - Kenya,KE-NCB-OP2180511619410357,National NGO,Kenya,2,https://iatiregistry.org/publisher/wwf-kenya
Non-Timber Forest Products Exchange Programme,PH-SEC-CN200324943,Regional NGO,Philippines,2,https://iatiregistry.org/publisher/ntfp-ep
Fundación Gaia Amazonas,CO-RUE-8300033586,Regional NGO,Colombia,2,https://iatiregistry.org/publisher/gaia
Sustainable Development Institute,LR-MFDPNGO-0961,Regional NGO,Liberia,2,https://iatiregistry.org/publisher/sdi
BANQUE OUEST AFRICAINE DE DEVELOPPEMENT,XM-DAC-46021,Multilateral,Togo,7,https://iatiregistry.org/publisher/boadiita
Grow Asia,SG-ACRA-201507403G,Regional NGO,Singapore,2,https://iatiregistry.org/publisher/growasia
Slum Dwellers International,ZA-CIP-2021-421804-08,International NGO,South Africa,2,https://iatiregistry.org/publisher/sdi-int
WWF Paraguay,PY-RUC-80025907-6,International NGO,Paraguay,2,https://iatiregistry.org/publisher/wwf-py
